index,lower,upper
876,645890002392998021/16000000000000000000000000000000,645890002392998073/16000000000000000000000000000000
877,626018056135299091/16000000000000000000000000000000,626018056135299143/16000000000000000000000000000000
878,1213515010777218951/32000000000000000000000000000000,242703002155443811/6400000000000000000000000000000
879,1176179078981199471/32000000000000000000000000000000,47047163159247983/1280000000000000000000000000000
880,1139991853044355331/32000000000000000000000000000000,227998370608871087/6400000000000000000000000000000
881,220983598200572327/6400000000000000000000000000000,1104917991002861739/32000000000000000000000000000000
882,1070923238250807631/32000000000000000000000000000000,214184647650161547/6400000000000000000000000000000
883,1037974394085710729/32000000000000000000000000000000,1037974394085710833/32000000000000000000000000000000
884,503019639641658421/16000000000000000000000000000000,503019639641658473/16000000000000000000000000000000
885,975086704670019241/32000000000000000000000000000000,195017340934003869/6400000000000000000000000000000
886,14766975635346913/500000000000000000000000000000,118135805082775317/4000000000000000000000000000000
887,916009187742761897/32000000000000000000000000000000,916009187742762001/32000000000000000000000000000000
888,887826547845965829/32000000000000000000000000000000,887826547845965933/32000000000000000000000000000000
889,215127749155678029/8000000000000000000000000000000,43025549831135611/1600000000000000000000000000000
890,417017928279546831/16000000000000000000000000000000,417017928279546883/16000000000000000000000000000000
891,404187635461009253/16000000000000000000000000000000,80837527092201861/3200000000000000000000000000000
892,391752089253219467/16000000000000000000000000000000,391752089253219519/16000000000000000000000000000000
893,189849572289881669/8000000000000000000000000000000,37969914457976339/1600000000000000000000000000000
894,368017030028945031/16000000000000000000000000000000,368017030028945083/16000000000000000000000000000000
895,4458679204466653/200000000000000000000000000000,89173584089333073/4000000000000000000000000000000
896,138288002138804057/6400000000000000000000000000000,691440010694020389/32000000000000000000000000000000
897,335083319005661611/16000000000000000000000000000000,335083319005661663/16000000000000000000000000000000
898,324773889098926023/16000000000000000000000000000000,12990955563957043/640000000000000000000000000000
899,62956329400962707/3200000000000000000000000000000,314781647004813587/16000000000000000000000000000000
900,610193667760532421/32000000000000000000000000000000,24407746710421301/1280000000000000000000000000000
901,295709991130262259/16000000000000000000000000000000,295709991130262311/16000000000000000000000000000000
902,573223902340310217/32000000000000000000000000000000,573223902340310321/32000000000000000000000000000000
903,555587656944450853/32000000000000000000000000000000,555587656944450957/32000000000000000000000000000000
904,10769880435508071/640000000000000000000000000000,269247010887701827/16000000000000000000000000000000
905,130481575617887311/8000000000000000000000000000000,130481575617887337/8000000000000000000000000000000
906,126467079575694593/8000000000000000000000000000000,126467079575694619/8000000000000000000000000000000
907,122576096591927663/8000000000000000000000000000000,122576096591927689/8000000000000000000000000000000
908,475219306277115301/32000000000000000000000000000000,95043861255423081/6400000000000000000000000000000
909,460598345308572867/32000000000000000000000000000000,460598345308572971/32000000000000000000000000000000
910,446427224017880103/32000000000000000000000000000000,446427224017880207/32000000000000000000000000000000
911,108173025573286343/8000000000000000000000000000000,108173025573286369/8000000000000000000000000000000
912,419379565837954427/32000000000000000000000000000000,419379565837954531/32000000000000000000000000000000
913,406476613070405463/32000000000000000000000000000000,406476613070405567/32000000000000000000000000000000
914,78794128485043697/6400000000000000000000000000000,393970642425218589/32000000000000000000000000000000
915,381849440046517699/32000000000000000000000000000000,381849440046517803/32000000000000000000000000000000
916,18505058392963359/1600000000000000000000000000000,92525291964816821/8000000000000000000000000000000
917,179357176003854943/16000000000000000000000000000000,35871435200770999/3200000000000000000000000000000
918,43459733956189813/4000000000000000000000000000000,21729866978094913/2000000000000000000000000000000
919,33698094809471403/3200000000000000000000000000000,168490474047357067/16000000000000000000000000000000
920,326613134278744697/32000000000000000000000000000000,326613134278744801/32000000000000000000000000000000
921,316564304559444213/32000000000000000000000000000000,316564304559444317/32000000000000000000000000000000
922,19176540301744037/2000000000000000000000000000000,38353080603488087/4000000000000000000000000000000
923,74346160730901361/8000000000000000000000000000000,74346160730901387/8000000000000000000000000000000
924,144117539672219367/16000000000000000000000000000000,144117539672219419/16000000000000000000000000000000
925,69841754560639007/8000000000000000000000000000000,69841754560639033/8000000000000000000000000000000
926,270771798697244401/32000000000000000000000000000000,54154359739448901/6400000000000000000000000000000
927,262441026256307721/32000000000000000000000000000000,10497641050252313/1280000000000000000000000000000
928,10174662589507691/1280000000000000000000000000000,254366564737692379/32000000000000000000000000000000
929,246540528283349853/32000000000000000000000000000000,246540528283349957/32000000000000000000000000000000
930,238955273657577767/32000000000000000000000000000000,238955273657577871/32000000000000000000000000000000
931,115801696391157019/16000000000000000000000000000000,115801696391157071/16000000000000000000000000000000
932,112238852751048699/16000000000000000000000000000000,112238852751048751/16000000000000000000000000000000
933,217571252571626081/32000000000000000000000000000000,43514250514325237/6400000000000000000000000000000
934,210877288859066741/32000000000000000000000000000000,42175457771813369/6400000000000000000000000000000
935,25548659594809447/4000000000000000000000000000000,1277432979740473/200000000000000000000000000000
936,198100879804897941/32000000000000000000000000000000,39620175960979609/6400000000000000000000000000000
937,96002978242955351/16000000000000000000000000000000,96002978242955403/16000000000000000000000000000000
938,93049277121781703/16000000000000000000000000000000,18609855424356351/3200000000000000000000000000000
939,22546612957607541/4000000000000000000000000000000,11273306478803777/2000000000000000000000000000000
940,8741170641355283/1600000000000000000000000000000,43705853206776441/8000000000000000000000000000000
941,169444661876608799/32000000000000000000000000000000,169444661876608903/32000000000000000000000000000000
942,164231397695416017/32000000000000000000000000000000,164231397695416121/32000000000000000000000000000000
943,159178528790898867/32000000000000000000000000000000,159178528790898971/32000000000000000000000000000000
944,4821285009974649/1000000000000000000000000000000,19285140039898609/4000000000000000000000000000000
945,7476719463280067/1600000000000000000000000000000,37383597316400361/8000000000000000000000000000000
946,144933699773343493/32000000000000000000000000000000,144933699773343597/32000000000000000000000000000000
947,14047455861594109/3200000000000000000000000000000,70237279307970597/16000000000000000000000000000000
