index,lower,upper
947,4931/2000000000000000000000000000000,19749/8000000000000000000000000000000
948,579/250000000000000000000000000000,18553/8000000000000000000000000000000
949,3481/1600000000000000000000000000000,1743/800000000000000000000000000000
950,327/160000000000000000000000000000,131/64000000000000000000000000000
951,15359/8000000000000000000000000000000,1923/1000000000000000000000000000000
952,3607/2000000000000000000000000000000,14453/8000000000000000000000000000000
953,13553/8000000000000000000000000000000,6789/4000000000000000000000000000000
954,12731/8000000000000000000000000000000,3189/2000000000000000000000000000000
955,11959/8000000000000000000000000000000,749/500000000000000000000000000000
956,5617/4000000000000000000000000000000,11259/8000000000000000000000000000000
957,10553/8000000000000000000000000000000,5289/4000000000000000000000000000000
958,9913/8000000000000000000000000000000,4969/4000000000000000000000000000000
959,291/250000000000000000000000000000,9337/8000000000000000000000000000000
960,8747/8000000000000000000000000000000,2193/2000000000000000000000000000000
961,8217/8000000000000000000000000000000,4121/4000000000000000000000000000000
962,7719/8000000000000000000000000000000,121/125000000000000000000000000000
963,7251/8000000000000000000000000000000,1819/2000000000000000000000000000000
964,6811/8000000000000000000000000000000,1709/2000000000000000000000000000000
965,3199/4000000000000000000000000000000,6423/8000000000000000000000000000000
966,601/800000000000000000000000000000,1207/1600000000000000000000000000000
967,1129/1600000000000000000000000000000,567/800000000000000000000000000000
968,2651/4000000000000000000000000000000,5327/8000000000000000000000000000000
969,249/400000000000000000000000000000,1001/1600000000000000000000000000000
970,2339/4000000000000000000000000000000,4703/8000000000000000000000000000000
971,2197/4000000000000000000000000000000,4419/8000000000000000000000000000000
972,4127/8000000000000000000000000000000,519/1000000000000000000000000000000
973,969/2000000000000000000000000000000,3901/8000000000000000000000000000000
974,3641/8000000000000000000000000000000,1833/4000000000000000000000000000000
975,171/400000000000000000000000000000,689/1600000000000000000000000000000
976,803/2000000000000000000000000000000,3237/8000000000000000000000000000000
977,3017/8000000000000000000000000000000,1521/4000000000000000000000000000000
978,1417/4000000000000000000000000000000,2859/8000000000000000000000000000000
979,1331/4000000000000000000000000000000,2687/8000000000000000000000000000000
980,1/3200000000000000000000000000,101/320000000000000000000000000000
981,587/2000000000000000000000000000000,2373/8000000000000000000000000000000
982,441/1600000000000000000000000000000,223/800000000000000000000000000000
983,2071/8000000000000000000000000000000,131/500000000000000000000000000000
984,389/1600000000000000000000000000000,197/800000000000000000000000000000
985,1827/8000000000000000000000000000000,463/2000000000000000000000000000000
986,429/2000000000000000000000000000000,1741/8000000000000000000000000000000
987,403/2000000000000000000000000000000,1637/8000000000000000000000000000000
988,757/4000000000000000000000000000000,1539/8000000000000000000000000000000
989,711/4000000000000000000000000000000,1447/8000000000000000000000000000000
990,267/1600000000000000000000000000000,17/100000000000000000000000000000
991,627/4000000000000000000000000000000,1279/8000000000000000000000000000000
992,589/4000000000000000000000000000000,601/4000000000000000000000000000000
993,553/4000000000000000000000000000000,113/800000000000000000000000000000
994,519/4000000000000000000000000000000,1063/8000000000000000000000000000000
995,39/320000000000000000000000000000,1/8000000000000000000000000000
996,183/1600000000000000000000000000000,47/400000000000000000000000000000
997,859/8000000000000000000000000000000,221/2000000000000000000000000000000
998,403/4000000000000000000000000000000,831/8000000000000000000000000000000
999,757/8000000000000000000000000000000,391/4000000000000000000000000000000
1000,711/8000000000000000000000000000000,23/250000000000000000000000000000
1001,667/8000000000000000000000000000000,173/2000000000000000000000000000000
1002,313/4000000000000000000000000000000,651/8000000000000000000000000000000
1003,147/2000000000000000000000000000000,613/8000000000000000000000000000000
1004,69/1000000000000000000000000000000,577/8000000000000000000000000000000
1005,259/4000000000000000000000000000000,543/8000000000000000000000000000000
1006,243/4000000000000000000000000000000,511/8000000000000000000000000000000
1007,57/1000000000000000000000000000000,481/8000000000000000000000000000000
1008,107/2000000000000000000000000000000,453/8000000000000000000000000000000
1009,201/4000000000000000000000000000000,427/8000000000000000000000000000000
1010,377/8000000000000000000000000000000,201/4000000000000000000000000000000
1011,177/4000000000000000000000000000000,379/8000000000000000000000000000000
1012,83/2000000000000000000000000000000,357/8000000000000000000000000000000
1013,311/8000000000000000000000000000000,21/500000000000000000000000000000
1014,73/2000000000000000000000000000000,317/8000000000000000000000000000000
1015,137/4000000000000000000000000000000,299/8000000000000000000000000000000
1016,257/8000000000000000000000000000000,141/4000000000000000000000000000000
1017,241/8000000000000000000000000000000,133/4000000000000000000000000000000
1018,113/4000000000000000000000000000000,251/8000000000000000000000000000000
1019,53/2000000000000000000000000000000,237/8000000000000000000000000000000
1020,199/8000000000000000000000000000000,7/250000000000000000000000000000
1021,93/4000000000000000000000000000000,211/8000000000000000000000000000000
1022,87/4000000000000000000000000000000,199/8000000000000000000000000000000
1023,163/8000000000000000000000000000000,47/2000000000000000000000000000000
1024,153/8000000000000000000000000000000,89/4000000000000000000000000000000
1025,143/8000000000000000000000000000000,21/1000000000000000000000000000000
1026,67/4000000000000000000000000000000,159/8000000000000000000000000000000
1027,1/64000000000000000000000000000,3/160000000000000000000000000000
1028,117/8000000000000000000000000000000,71/4000000000000000000000000000000
1029,109/8000000000000000000000000000000,67/4000000000000000000000000000000
1030,51/4000000000000000000000000000000,127/8000000000000000000000000000000
1031,19/1600000000000000000000000000000,3/200000000000000000000000000000
1032,89/8000000000000000000000000000000,57/4000000000000000000000000000000
1033,83/8000000000000000000000000000000,27/2000000000000000000000000000000
1034,77/8000000000000000000000000000000,51/4000000000000000000000000000000
1035,9/1000000000000000000000000000000,97/8000000000000000000000000000000
1036,67/8000000000000000000000000000000,23/2000000000000000000000000000000
1037,31/4000000000000000000000000000000,87/8000000000000000000000000000000
1038,29/4000000000000000000000000000000,83/8000000000000000000000000000000
1039,27/4000000000000000000000000000000,79/8000000000000000000000000000000
1040,1/160000000000000000000000000000,3/320000000000000000000000000000
1041,23/4000000000000000000000000000000,71/8000000000000000000000000000000
1042,43/8000000000000000000000000000000,17/2000000000000000000000000000000
1043,1/200000000000000000000000000000,13/1600000000000000000000000000000
1044,37/8000000000000000000000000000000,31/4000000000000000000000000000000
1045,17/4000000000000000000000000000000,59/8000000000000000000000000000000
1046,31/8000000000000000000000000000000,7/1000000000000000000000000000000
1047,29/8000000000000000000000000000000,27/4000000000000000000000000000000
1048,27/8000000000000000000000000000000,13/2000000000000000000000000000000
1049,1/320000000000000000000000000000,1/160000000000000000000000000000
1050,23/8000000000000000000000000000000,3/500000000000000000000000000000
1051,21/8000000000000000000000000000000,23/4000000000000000000000000000000
1052,19/8000000000000000000000000000000,11/2000000000000000000000000000000
1053,17/8000000000000000000000000000000,21/4000000000000000000000000000000
1054,3/1600000000000000000000000000000,1/200000000000000000000000000000
1055,7/4000000000000000000000000000000,39/8000000000000000000000000000000
1056,13/8000000000000000000000000000000,19/4000000000000000000000000000000
1057,3/2000000000000000000000000000000,37/8000000000000000000000000000000
1058,11/8000000000000000000000000000000,9/2000000000000000000000000000000
1059,1/800000000000000000000000000000,7/1600000000000000000000000000000
1060,9/8000000000000000000000000000000,17/4000000000000000000000000000000
1061,1/1000000000000000000000000000000,33/8000000000000000000000000000000
1062,7/8000000000000000000000000000000,1/250000000000000000000000000000
